"Symbol";"Name";"Interesting";"Description";"Assets";"ETF_Currency";"Industry";"Region";"Region_Currency";"Capitalisation";"Weighting";"Type";"P/E";"Dividends";"Long-Short";"Leverage";"ER";"Liquidity";"FX_risk";"Short_Name";"Bloomberg_Ticker";"ISIN";"Indexname";"Bloomberg_Index";"Reuters_Index"
"IPK";"SPDR S&P International Technology Sector";"No";"This fund offers exposure to tech equities in developed global markets outside of the United States. IPK feature a top-heavy portfolio comprised of 110 securities, seeing as how the top ten holdings alone account for half of total assets. It’s also worth nothing that Samsung accounts for close to a fifth of the entire portfolio, which inevitably increases the company-specific risk associated with this product.:::.";"Equity";"USD";"Technology";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B+";"C+";"Yes";"S&P International Technology Sector";"Check";"Check";"Check";"Check";"Check"
"IPN";"SPDR S&P International Industrial Sector";"No";"non-U.S. industrial sub-industry of developed countries";"Equity";"USD";"Industrials";"Broad excl US";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"B";"Yes";"S&P International Industrial Sector";"Check";"Check";"Check";"Check";"Check"
"IPS";"SPDR S&P International Cons Stapl Sector";"No";"Ok";"Equity";"USD";"Consumer (Staples)";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"C+";"Yes";"S&P International Cons Stapl Sector";"Check";"Check";"Check";"Check";"Check"
"IPU";"SPDR S&P International Utilities Sector";"No";"Ok";"Equity";"USD";"Utilities";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"B-";"Yes";"S&P International Utilities Sector";"Check";"Check";"Check";"Check";"Check"
"IPW";"SPDR S&P International Energy Sector";"No";"IPW tracks the S&P Developed Ex-U.S. BMI Energy Sector Index, a benchmark that seeks to represent the non-U.S. energy sub-industry of developed countries. IPW achieves international energy exposure with allocations to mostly giant and large cap companies that posses a float-adjusted market capitalization of at least $100 million. From a country breakdown perspective, IPW makes significant allocations to the United Kingdom, Canada, and France. Meaningful allocations are also made to Italy, Australia, Norway, and Japan.:::.";"Equity";"USD";"Energy";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"C+";"Yes";"S&P International Energy Sector";"Check";"Check";"Check";"Check";"Check"
"IRV";"SPDR S&P International Materials Sector";"No";"Ok";"Equity";"USD";"Materials";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"B";"Yes";"S&P International Materials Sector";"Check";"Check";"Check";"Check";"Check"
"IRY";"SPDR S&P International HealthCare Sector";"No";"Ok";"Equity";"USD";"Healthcare";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B-";"B-";"Yes";"S&P International HealthCare Sector";"Check";"Check";"Check";"Check";"Check"
"ISHG";"S&P/Citi 1-3 Yr Intl Treasury Bd";"No";"Ok";"Bonds";"USD";"State";"Broad excl US";"Mixed";"No";"check";"Short-Term";"No";"No";"Long";"No";"A";"A-";"Yes";"S&P/Citi 1-3 Yr Intl Treasury Bd";"Check";"Check";"Check";"Check";"Check"
"IST";"SPDR S&P International Telecom Sector";"No";"Ok";"Equity";"USD";"Telecom";"Developed Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B-";"B+";"Yes";"S&P International Telecom Sector";"Check";"Check";"Check";"Check";"Check"
"ITA";"Dow Jones US Aerospace & Defense";"No";"Ok";"Equity";"USD";"Industrials (Aerospace & Defense)";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A-";"B+";"No FX risk for USD";"DJ US Aerospace & Defense";"Check";"Check";"Check";"Check";"Check"
"ITB";"Dow Jones US Home Construction";"No";"Ok";"Equity";"USD";"Real Estate (Homebuilders)";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A";"A";"No FX risk for USD";"DJ US Home Construction";"Check";"Check";"Check";"Check";"Check"
"ITE";"SPDR Barclays Capital Interm Term Trs";"No";"Ok";"Bonds";"USD";"State";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"A-";"B-";"No FX risk for USD";"Capital Interm Term Trs";"Check";"Check";"Check";"Check";"Check"
"ITF";"S&P/TOPIX 150 Index";"No";"The index measures the performance of 150 highly liquid securities selected from each major sector of the Tokyo market";"Equity";"USD";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";"B-";"B+";"Yes";"S&P/TOPIX 150";"Check";"Check";"Check";"Check";"Check"
"ITIP";"Intnl Inflation-Linked Bond Fund";"No";"Ok";"Bonds";"USD";"State (Infl-Linked)";"Broad excl US";"Mixed";"No";"check";"All-Term";"No";"No";"Long";"No";"C+";"B-";"Yes";"Intnl Inflation-Linked Bond";"Check";"Check";"Check";"Check";"Check"
"ITLT";"DB 3x Italian Treasury Bond Futures ETN";"No";"Ok";"Bonds";"USD";"State";"Developed Eurozone (Italy)";"EUR";"No";"check";"Intermediate-Term";"No";"No";"Long";"Yes";"B";"B";"Yes";"3x Italian Treasury Bond Futures";"Check";"Check";"Check";"Check";"Check"
"ITM";"Market Vectors Intermediate Muni ETF";"No";"Ok";"Bonds";"USD";"Munis";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"A-";"A-";"No FX risk for USD";"Intermediate Muni";"Check";"Check";"Check";"Check";"Check"
"ITOT";"Core S&P Total US Stock Mkt ETF";"No";"The index is comprised of the S&P 500, MidCap 400, and SmallCap 600, which together represent approximately 90% of the U.S. equity market";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A";"A-";"No FX risk for USD";"Core S&P Total US Stock";"Check";"Check";"Check";"Check";"Check"
"ITR";"SPDR Barclays Cap Interm Term Corp Bnd";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"A-";"B";"No FX risk for USD";"Cap Interm Term Corp Bnd";"Check";"Check";"Check";"Check";"Check"
"IVE";"S&P 500 Value Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"Low P/E";"No";"Long";"No";"A-";"A-";"No FX risk for USD";"S&P 500 Value";"Check";"Check";"Check";"Check";"Check"
"IVOG";"Vanguard S&P Mid-Cap 400 Growth Idx ETF";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Medium";"check";"No";"High P/E";"No";"Long";"No";"A";"B+";"No FX risk for USD";"S&P Mid-Cap 400 Growth";"Check";"Check";"Check";"Check";"Check"
"IVOO";"Vanguard S&P Mid-Cap 400 Index ETF";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Medium";"check";"No";"No";"No";"Long";"No";"A-";"B";"No FX risk for USD";"S&P Mid-Cap 400";"Check";"Check";"Check";"Check";"Check"
"IVOP";"iPath Inverse S&P 500 VIX Short-term Fut ETN II";"No";"Reflects the returns that are potentially available through an unleveraged investment in short-term futures contracts on the CBOE Volatility Index. Utilizes price of 2 short-term (1st and 2nd months) VIX futures. CBOE Volatility Index is investable only via futures => roll-yield is important. (""rolling"" is selling a near expiration futures and buying a longer-term contract)";"VIX";"USD";"Diversified";"Developed North America (US)";"USD";"No";"check";"No";"No";"No";"Short";"No";"A-";"C";"No FX risk for USD";"Inverse S&P 500 VIX Short-term Fut II";"Check";"Check";"Check";"Check";"Check"
"IVOV";"Vanguard S&P Mid-Cap 400 Value Index ETF";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Medium";"check";"No";"Low P/E";"No";"Long";"No";"A";"C";"No FX risk for USD";"S&P Mid-Cap 400 Value";"Check";"Check";"Check";"Check";"Check"
"IVV";"Core S&P 500 ETF";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A";"A";"No FX risk for USD";"Core S&P 500";"Check";"Check";"Check";"Check";"Check"
"IVW";"S&P 500 Growth Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"High P/E";"No";"Long";"No";"A-";"A";"No FX risk for USD";"S&P 500 Growth";"Check";"Check";"Check";"Check";"Check"
"IWB";"Russell 1000 Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A-";"A";"No FX risk for USD";"Russell 1000";"Check";"Check";"Check";"Check";"Check"
"IWC";"Russell Microcap Index";"No";"It gives investors diversified access to the micro-cap U.S. equity market. The fund has over 1,400 holdings and gives allocations to the financial services, technology, and industrial sectors. Investors should keep in mind that component companies are likely to grow too big to be included or disappear altogether (i.e., bankruptcy or delisting) from the funds underlying holdings given the unpredictable nature of the micro cap corner of the equity market.:::.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Small";"check";"No";"No";"No";"Long";"No";"C";"A-";"No FX risk for USD";"Russell Microcap";"Check";"Check";"Check";"Check";"Check"
"IWD";"Russell 1000 Value Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"Low P/E";"No";"Long";"No";"A-";"A";"No FX risk for USD";"Russell 1000 Value";"Check";"Check";"Check";"Check";"Check"
"IWF";"Russell 1000 Growth Index";"No";"This ETF tracks the Russell 1000 Growth Index, which handles large cap growth equities. Holdings of this ETF include Exxon, Apple, IBM, Coca-Cola and a handful of other industry giants, which are truly global firms that generate a significant portion of revenues from domestic operations, but still maintain the capacity to grow overseas. The fund has a beta of 0.93, which makes it a good proxy for general U.S. equity market performance, while also boasting a low expense ratio of just 0.20%.:::.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"High P/E";"No";"Long";"No";"B+";"A";"No FX risk for USD";"Russell 1000 Growth";"Check";"Check";"Check";"Check";"Check"
"IWL";"Russell Top 200 Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A-";"B-";"No FX risk for USD";"Russell Top 200";"Check";"Check";"Check";"Check";"Check"
"IWM";"Russell 2000 Index";"No";"This ETF tracks the Russell 2000 Index, a popular measure of the small-cap segment of the U.S. equity universe. Investors seeking to minimize portfolio expense fees should consider FOS, as this fund holds about 800 domestic small cap equities and charges the lowest expense fee in the Small Cap Blend Equities ETFdb Category of a mere 0.12%.:::.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Small";"check";"No";"No";"No";"Long";"No";"A-";"A+";"No FX risk for USD";"Russell 2000";"Check";"Check";"Check";"Check";"Check"
"IWN";"Russell 2000 Value Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Small";"check";"No";"Low P/E";"No";"Long";"No";"B";"A+";"No FX risk for USD";"Russell 2000 Value";"Check";"Check";"Check";"Check";"Check"
"IWO";"Russell 2000 Growth Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Small";"check";"No";"High P/E";"No";"Long";"No";"B+";"A+";"No FX risk for USD";"Russell 2000 Growth";"Check";"Check";"Check";"Check";"Check"
"IWP";"Russell Midcap Growth Index";"No";"This fund tracks the Russell Midcap Growth Index, dealing with mid cap growth equities of the U.S. equity market. When comparing returns between IWP, IWF, and the S&P 500 over the last decade, IWP has consistently been the top performer following periods of economic recession. :::.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Medium";"check";"No";"High P/E";"No";"Long";"No";"A-";"A+";"No FX risk for USD";"Russell Midcap Growth";"Check";"Check";"Check";"Check";"Check"
"IWR";"Russell Midcap Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Medium";"check";"No";"No";"No";"Long";"No";"A-";"A";"No FX risk for USD";"Russell Midcap";"Check";"Check";"Check";"Check";"Check"
"IWS";"Russell Midcap Value Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Medium";"check";"No";"Low P/E";"No";"Long";"No";"A-";"A+";"No FX risk for USD";"Russell Midcap Value";"Check";"Check";"Check";"Check";"Check"
"IWV";"Russell 3000 Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A-";"A";"No FX risk for USD";"Russell 3000";"Check";"Check";"Check";"Check";"Check"
"IWX";"Russell Top 200 Value Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"Low P/E";"No";"Long";"No";"A-";"B";"No FX risk for USD";"Russell Top 200 Value";"Check";"Check";"Check";"Check";"Check"
"IWY";"Russell Top 200 Growth Index";"No";"Ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"High P/E";"No";"Long";"No";"A-";"B+";"No FX risk for USD";"Russell Top 200 Growth";"Check";"Check";"Check";"Check";"Check"
"IXC";"S&P Global Energy";"No";"Ok";"Equity";"USD";"Energy";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"A-";"A-";"Yes";"S&P Global Energy";"Check";"Check";"Check";"Check";"Check"
"IXG";"S&P Global Financials";"No";"Ok";"Equity";"USD";"Financials";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B-";"B+";"Yes";"S&P Global Financials";"Check";"Check";"Check";"Check";"Check"
"IXJ";"S&P Global Healthcare";"No";"Ok";"Equity";"USD";"Healthcare";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"B+";"Yes";"S&P Global Healthcare";"Check";"Check";"Check";"Check";"Check"
"IXN";"S&P Global Technology";"No";"Ok";"Equity";"USD";"Technology";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B+";"B+";"Yes";"S&P Global Technology";"Check";"Check";"Check";"Check";"Check"
"IXP";"S&P Global Telecommunications";"No";"Ok";"Equity";"USD";"Telecom";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"B+";"A-";"Yes";"S&P Global Telecommunications";"Check";"Check";"Check";"Check";"Check"
"IYC";"Dow Jones US Consumer Services";"No";"ok";"Equity";"USD";"Consumer (Consumer Services)";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"B+";"B+";"No FX risk for USD";"DJ US Consumer Services";"Check";"Check";"Check";"Check";"Check"
"IYE";"Dow Jones US Energy";"No";"Ok";"Equity";"USD";"Energy";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"B+";"A";"No FX risk for USD";"DJ US Energy";"Check";"Check";"Check";"Check";"Check"
"IYF";"Dow Jones US Financial Sector";"No";"Ok";"Equity";"USD";"Financials";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"B-";"A";"No FX risk for USD";"DJ US Financial Sector";"Check";"Check";"Check";"Check";"Check"
"IYG";"Dow Jones US Financial Services";"No";"Ok";"Equity";"USD";"Financials (Financial Services)";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"B";"A-";"No FX risk for USD";"DJ US Financial Services";"Check";"Check";"Check";"Check";"Check"
"IYH";"Dow Jones US Healthcare";"No";"Ok";"Equity";"USD";"Healthcare";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"B";"B+";"No FX risk for USD";"DJ US Healthcare";"Check";"Check";"Check";"Check";"Check"
